applied_size_caps,archetype,days_held,entry_date,entry_index,entry_label,entry_method,entry_price,entry_strategy,entry_wait_days,event_count,exit_date,exit_index,exit_price,exit_reason,horizon,initial_stop,mae_pct,market_regime,mfe_capture_pct,mfe_pct,partial_exit_pct,position_size_multiplier,realized_return_pct,selected_setup,signal_date,source_decision,target_1,target_1_hit,ticker
HIGH_ATR_CAP,TECHNICAL_NATIVE,33,2020-03-26,709,BUY_STARTER,NEXT_OPEN,25.81,quality_dislocation,0,3,2020-05-13,742,25.81,STOP_LOSS_EXIT,medium_term,15.6682,-22.8981,BEAR_RISK_OFF,0.8049,9.7637,1.0,0.25,0.0786,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,27.8383,True,AIG
HIGH_ATR_CAP,TECHNICAL_NATIVE,53,2020-03-26,709,BUY_STARTER,NEXT_OPEN,25.81,quality_dislocation,0,3,2020-06-11,762,34.0329,TRAILING_STOP_EXIT,short_term,15.9093,-22.8981,BEAR_RISK_OFF,58.8568,53.0802,20.0,0.25,31.2413,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,33.2355,True,AIG
HIGH_ATR_CAP,TECHNICAL_NATIVE,141,2020-03-26,709,BUY_AGGRESSIVE,NEXT_OPEN,68.82,quality_dislocation,0,3,2020-10-15,850,85.23,MAX_SIM_WINDOW_EXIT,medium_term,60.9862,0.0,BEAR_RISK_OFF,50.0973,47.1665,1.0,0.5,23.6291,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,70.3867,True,ABBV
HIGH_ATR_CAP,TECHNICAL_NATIVE,53,2020-03-26,709,BUY_AGGRESSIVE,NEXT_OPEN,68.82,quality_dislocation,0,3,2020-06-11,762,92.15,TRAILING_STOP_EXIT,short_term,61.9245,0.0,BEAR_RISK_OFF,64.5212,44.3621,20.0,0.5,28.623,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,73.9916,True,ABBV
,TECHNICAL_NATIVE,95,2022-10-24,1359,BUY_AGGRESSIVE,NEXT_OPEN,189.92,quality_dislocation,0,3,2023-03-13,1454,189.92,STOP_LOSS_EXIT,medium_term,173.7157,-2.1061,BEAR_RISK_OFF,0.071,24.0364,1.0,1.0,0.0171,BROKEN_CHART_QUALITY_RECOVERY,2022-10-21,,193.1608,True,AMT
,TECHNICAL_NATIVE,31,2022-10-24,1359,BUY_AGGRESSIVE,NEXT_OPEN,189.92,quality_dislocation,0,3,2022-12-07,1390,210.5757,TRAILING_STOP_EXIT,short_term,176.3883,-2.1061,BEAR_RISK_OFF,51.4683,18.9817,20.0,1.0,9.7696,BROKEN_CHART_QUALITY_RECOVERY,2022-10-21,,200.0688,True,AMT
HIGH_ATR_CAP,TECHNICAL_NATIVE,4,2020-03-26,709,BUY_STARTER,NEXT_OPEN,140.66,quality_dislocation,0,3,2020-04-01,713,140.66,STOP_LOSS_EXIT,medium_term,115.2157,-7.0169,BEAR_RISK_OFF,0.2097,17.2544,1.0,0.25,0.0362,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,145.7489,True,AVB
HIGH_ATR_CAP,TECHNICAL_NATIVE,4,2020-03-26,709,BUY_STARTER,NEXT_OPEN,140.66,quality_dislocation,0,3,2020-04-01,713,140.66,TRAILING_STOP_EXIT,short_term,116.9883,-7.0169,BEAR_RISK_OFF,14.6302,17.2544,20.0,0.25,2.5244,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,158.4138,True,AVB
HIGH_ATR_CAP,TECHNICAL_NATIVE,141,2020-04-02,714,BUY_STARTER,NEXT_OPEN,135.01,quality_dislocation,0,3,2020-10-22,855,146.48,MAX_SIM_WINDOW_EXIT,medium_term,115.2157,-3.5108,BEAR_RISK_OFF,26.4321,31.931,1.0,0.25,8.44,BROKEN_CHART_QUALITY_RECOVERY,2020-04-01,,138.9688,True,AVB
HIGH_ATR_CAP,TECHNICAL_NATIVE,24,2020-04-02,714,BUY_STARTER,NEXT_OPEN,135.01,quality_dislocation,0,3,2020-05-07,738,156.8857,TRAILING_STOP_EXIT,short_term,116.9883,-3.5108,BEAR_RISK_OFF,53.3083,28.072,20.0,0.25,14.9647,BROKEN_CHART_QUALITY_RECOVERY,2020-04-01,,148.5263,True,AVB
HIGH_ATR_CAP,TECHNICAL_NATIVE,2,2020-03-19,704,BUY_AGGRESSIVE,NEXT_OPEN,9.77,quality_dislocation,0,3,2020-03-23,706,9.77,STOP_LOSS_EXIT,medium_term,8.9505,-6.653,BEAR_RISK_OFF,0.1928,8.7001,1.0,0.5,0.0168,BROKEN_CHART_QUALITY_RECOVERY,2020-03-18,,9.9339,True,BKR
HIGH_ATR_CAP,TECHNICAL_NATIVE,2,2020-03-19,704,BUY_AGGRESSIVE,NEXT_OPEN,9.77,quality_dislocation,0,3,2020-03-23,706,9.77,TRAILING_STOP_EXIT,short_term,9.0882,-6.653,BEAR_RISK_OFF,12.0329,8.7001,20.0,0.5,1.0469,BROKEN_CHART_QUALITY_RECOVERY,2020-03-18,,10.2814,True,BKR
HIGH_ATR_CAP,TECHNICAL_NATIVE,141,2020-03-26,709,BUY_FULL,NEXT_OPEN,11.78,quality_dislocation,0,3,2020-10-15,850,13.45,MAX_SIM_WINDOW_EXIT,medium_term,8.892,-19.8642,BEAR_RISK_OFF,22.0622,63.837,1.0,0.5,14.0838,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,12.3576,True,BKR
HIGH_ATR_CAP,TECHNICAL_NATIVE,53,2020-03-26,709,BUY_FULL,NEXT_OPEN,11.78,quality_dislocation,0,3,2020-06-11,762,16.8229,TRAILING_STOP_EXIT,short_term,9.0288,-19.8642,BEAR_RISK_OFF,59.1352,63.837,20.0,0.5,37.7501,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,13.8434,True,BKR
HIGH_ATR_CAP,TECHNICAL_NATIVE,4,2020-03-26,709,BUY_STARTER,NEXT_OPEN,30.31,quality_dislocation,0,3,2020-04-01,713,30.31,STOP_LOSS_EXIT,medium_term,23.4975,-2.7714,BEAR_RISK_OFF,0.4634,9.6998,1.0,0.25,0.045,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,31.6725,True,BSX
HIGH_ATR_CAP,TECHNICAL_NATIVE,34,2020-03-26,709,BUY_STARTER,NEXT_OPEN,30.31,quality_dislocation,0,3,2020-05-14,743,34.7064,TRAILING_STOP_EXIT,short_term,23.859,-2.7714,BEAR_RISK_OFF,54.8933,26.9548,20.0,0.25,14.7964,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,35.1482,True,BSX
HIGH_ATR_CAP,TECHNICAL_NATIVE,4,2020-03-26,709,BUY_AGGRESSIVE,NEXT_OPEN,102.82,quality_dislocation,0,3,2020-04-01,713,102.82,STOP_LOSS_EXIT,medium_term,85.1662,-0.2042,BEAR_RISK_OFF,0.2969,11.5639,1.0,0.5,0.0343,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,106.3507,True,CB
HIGH_ATR_CAP,TECHNICAL_NATIVE,19,2020-03-26,709,BUY_AGGRESSIVE,NEXT_OPEN,102.82,quality_dislocation,0,3,2020-04-23,728,105.7664,TRAILING_STOP_EXIT,short_term,86.4765,-1.4589,BEAR_RISK_OFF,21.8675,21.3869,20.0,0.5,4.6768,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,115.0776,True,CB
HIGH_ATR_CAP,TECHNICAL_NATIVE,15,2020-04-02,714,BUY_STARTER,NEXT_OPEN,103.68,quality_dislocation,0,3,2020-04-24,729,103.68,STOP_LOSS_EXIT,medium_term,89.739,-2.2762,BEAR_RISK_OFF,0.132,20.38,1.0,0.25,0.0269,BROKEN_CHART_QUALITY_RECOVERY,2020-04-01,,106.4682,True,CB
HIGH_ATR_CAP,TECHNICAL_NATIVE,14,2020-04-02,714,BUY_STARTER,NEXT_OPEN,103.68,quality_dislocation,0,3,2020-04-23,728,105.7664,TRAILING_STOP_EXIT,short_term,91.1196,-2.2762,BEAR_RISK_OFF,16.8159,20.38,20.0,0.25,3.4271,BROKEN_CHART_QUALITY_RECOVERY,2020-04-01,,113.1003,True,CB
HIGH_ATR_CAP,TECHNICAL_NATIVE,12,2020-03-26,709,BUY_STARTER,NEXT_OPEN,43.68,quality_dislocation,0,3,2020-04-14,721,43.68,STOP_LOSS_EXIT,medium_term,31.2,-16.0485,BEAR_RISK_OFF,0.4505,12.6832,1.0,0.25,0.0571,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,46.176,True,C
HIGH_ATR_CAP,TECHNICAL_NATIVE,53,2020-03-26,709,BUY_STARTER,NEXT_OPEN,43.68,quality_dislocation,0,3,2020-06-11,762,53.9779,TRAILING_STOP_EXIT,short_term,31.68,-16.0485,BEAR_RISK_OFF,53.4236,43.0174,20.0,0.25,22.9814,BROKEN_CHART_QUALITY_RECOVERY,2020-03-25,,52.68,True,C
