avg_return_pct,count,median_return_pct,profit_factor,ticker,win_rate_pct
0.0018,2,0.0018,,ABBV,50.0
0.0018,4,0.0013,,ADBE,50.0
0.0095,2,0.0095,,AIG,50.0
0.001,2,0.001,,ANET,50.0
0.0013,2,0.0013,,APD,50.0
4.2948,2,4.2948,,BKR,50.0
0.0057,2,0.0057,,CB,50.0
0.3795,6,0.01,,CCL,50.0
0.001,2,0.001,,CI,50.0
0.0012,6,0.0011,,CME,50.0
36.2315,6,0.0029,,CMG,66.6667
-4.0244,6,0.0,0.0008,COF,33.3333
43.8351,2,43.8351,,COP,100.0
4.4049,4,0.8325,,CRWD,75.0
-0.8612,4,0.001,0.0013,DE,50.0
0.0103,2,0.0103,,DFS,50.0
0.0019,2,0.0019,,DHR,50.0
0.0018,2,0.0018,,DLR,50.0
0.0056,4,0.0043,,DOW,50.0
0.003,10,0.0013,,DVN,50.0
0.0014,2,0.0014,,EA,50.0
0.001,2,0.001,,EL,50.0
0.0053,2,0.0053,,EMR,50.0
0.0011,2,0.0011,,EOG,50.0
0.0015,4,0.0011,,FANG,50.0
81.8688,6,85.9916,,FCX,83.3333
0.0031,2,0.0031,,FDX,50.0
-0.8108,4,0.0012,0.0033,GE,50.0
0.0019,4,0.0013,,GS,50.0
0.0094,2,0.0094,,HAL,50.0
0.0013,2,0.0013,,HCA,50.0
0.0105,2,0.0105,,HLT,50.0
0.0014,2,0.0014,,KLAC,50.0
0.001,8,0.0,,LOW,37.5
0.0011,2,0.0011,,MA,50.0
2.0351,4,0.0104,,MAR,50.0
0.0025,4,0.001,,META,50.0
0.01,4,0.0094,,MPC,50.0
0.0016,2,0.0016,,MRK,50.0
0.0019,2,0.0019,,MRNA,50.0
1.7811,10,0.0016,4.5959,MU,50.0
0.0021,2,0.0021,,NUE,50.0
0.0011,2,0.0011,,ORLY,50.0
0.0069,2,0.0069,,OXY,50.0
0.0017,4,0.0016,,PANW,50.0
0.0021,2,0.0021,,PFE,50.0
0.0014,2,0.0014,,PGR,50.0
0.004,4,0.0011,,PH,50.0
0.0031,2,0.0031,,PINS,50.0
0.0015,2,0.0015,,PNC,50.0
18.8081,4,11.3419,,PSX,75.0
-7.8402,2,-7.8402,0.0,QCOM,0.0
22.2195,2,22.2195,,REGN,100.0
0.0027,2,0.0027,,ROK,50.0
-0.7659,14,0.0,0.1818,ROKU,42.8571
0.0013,2,0.0013,,ROST,50.0
0.0011,2,0.0011,,SBUX,50.0
0.0015,2,0.0015,,SCHW,50.0
16.6698,4,2.516,4.176,STLD,50.0
0.0016,2,0.0016,,TMUS,50.0
0.0048,2,0.0048,,TSLA,50.0
0.9803,4,0.001,,UNH,50.0
0.0131,2,0.0131,,WELL,50.0
13.8547,2,13.8547,,XOM,100.0
0.0056,2,0.0056,,YUM,50.0
