avg_return_pct,count,median_return_pct,profit_factor,ticker,win_rate_pct
-0.9476,4,0.0024,0.0551,ABBV,50.0
-0.7739,8,0.0118,0.2223,ADBE,75.0
-1.1181,2,-1.1181,0.0033,AEP,50.0
5.1833,4,-0.9992,4.6851,AIG,50.0
9.747,8,0.0082,6.2676,ANET,62.5
0.463,8,0.0082,1.9025,APD,87.5
0.2434,2,0.2434,,AZO,100.0
1.2646,8,0.0946,,BKR,100.0
-1.1238,4,0.0077,0.1534,BSX,75.0
-1.7666,2,-1.7666,0.0028,C,50.0
21.0207,4,8.2924,,CAT,100.0
3.4854,4,0.3712,,CB,100.0
0.1274,2,0.1274,,CCI,100.0
-4.3627,8,0.0817,0.1652,CCL,87.5
-0.4177,6,0.0109,0.3487,CDNS,83.3333
-0.4975,2,-0.4975,0.005,CI,50.0
-1.7577,4,-2.1157,0.0007,CL,25.0
0.9102,4,0.3282,,CMCSA,100.0
-0.858,6,0.0071,0.1013,CME,66.6667
25.782,8,0.3348,,CMG,100.0
-2.4585,8,0.0105,0.2485,COF,62.5
24.774,2,24.774,,COP,100.0
2.2922,4,0.0199,2.6646,CRWD,75.0
-0.5334,4,0.0063,0.1345,DD,75.0
-1.3076,4,-0.9793,0.0338,DE,50.0
7.7274,4,0.2824,,DFS,100.0
0.1776,6,0.1,,DG,100.0
0.6554,6,0.011,3.5166,DHR,83.3333
17.9512,2,17.9512,,DLR,100.0
3.7,4,2.651,,DOW,100.0
-1.4098,2,-1.4098,0.0023,DUK,50.0
3.7961,10,0.0135,2.2132,DVN,70.0
3.1492,6,0.0102,5.153,EA,83.3333
0.1951,4,0.133,,EL,100.0
3.3917,4,0.3262,,EMR,100.0
-0.321,8,0.011,0.3579,EOG,87.5
0.0943,2,0.0943,,EQIX,100.0
-2.24,2,-2.24,0.0019,EXC,50.0
-1.1279,6,0.0071,0.0373,FANG,66.6667
84.5925,6,72.784,,FCX,100.0
7.2186,2,7.2186,,FDX,100.0
0.2343,4,0.1839,,FTNT,100.0
2.0452,4,1.8349,,GD,100.0
6.7286,10,0.1362,14.4049,GE,80.0
-2.1518,6,-0.9647,0.0024,GS,50.0
2.3643,2,2.3643,,HAL,100.0
10.3997,4,1.7772,10.5625,HCA,75.0
1.8742,8,0.2994,,HLT,100.0
1.923,4,0.2585,,HON,100.0
0.1695,6,0.1469,,ICE,100.0
-4.0808,2,-4.0808,0.0,KHC,0.0
-4.759,6,-1.7066,0.0085,KLAC,50.0
0.1711,2,0.1711,,LLY,100.0
-0.439,12,0.0077,0.1859,LOW,66.6667
4.5262,4,0.1103,9.9689,MA,75.0
5.7894,6,0.3755,,MAR,100.0
-3.5071,4,-3.5667,0.0,MDLZ,0.0
-0.9181,2,-0.9181,0.0036,MDT,50.0
-4.3262,2,-4.3262,0.0,MET,0.0
3.1421,8,0.0092,4.8162,META,75.0
14.4398,8,6.0305,,MPC,100.0
0.2705,2,0.2705,,MRK,100.0
0.3502,2,0.3502,,MRNA,100.0
4.4704,12,0.0174,5.516,MU,75.0
-1.3013,6,0.0111,0.0928,NUE,66.6667
-0.6127,6,0.0078,0.2135,ORLY,66.6667
1.9462,2,1.9462,,OXY,100.0
-0.4372,14,0.012,0.5185,PANW,78.5714
0.0059,4,0.0053,,PFE,50.0
-2.5494,2,-2.5494,0.0,PG,0.0
-1.4217,4,-1.2083,0.1012,PGR,50.0
6.3327,6,0.0315,8.0973,PH,83.3333
13.2981,2,13.2981,,PINS,100.0
-1.1592,6,-0.7501,0.0841,PNC,50.0
-3.8146,2,-3.8146,0.0,PRU,0.0
12.4855,6,0.0456,6.7063,PSX,66.6667
-4.9223,4,-4.8144,0.0,QCOM,0.0
20.9731,2,20.9731,,REGN,100.0
0.6138,2,0.6138,,ROK,100.0
0.4513,14,0.024,1.4683,ROKU,78.5714
0.0932,6,0.0111,1.2804,ROST,83.3333
-0.6358,2,-0.6358,0.0043,RTX,50.0
2.2657,4,0.1475,,SBUX,100.0
0.4697,8,0.0115,1.8339,SCHW,87.5
-3.158,2,-3.158,0.0,SHW,0.0
1.2855,2,1.2855,,SPG,100.0
9.7493,8,0.348,5.2808,STLD,75.0
-1.4018,2,-1.4018,0.0025,TJX,50.0
3.3376,6,-0.8567,3.2327,TMO,50.0
2.1877,6,0.0123,4.0942,TMUS,83.3333
-1.4209,2,-1.4209,0.0044,TRV,50.0
-1.9691,10,0.0051,0.1366,TSLA,50.0
0.7446,4,0.0938,,UNH,100.0
-3.2158,2,-3.2158,0.0,VICI,0.0
-1.4411,8,0.0103,0.0599,VMC,62.5
0.76,4,0.2757,,VRTX,100.0
2.2252,8,0.0057,3.5016,VZ,62.5
3.1662,6,0.9355,,WELL,100.0
4.8739,4,-0.9355,4.6755,XOM,50.0
0.7701,12,-1.252,1.4113,YUM,50.0
