avg_return_pct,count,median_return_pct,profit_factor,ticker,win_rate_pct
3.1486,18,0.1145,6.0089,ABBV,77.7778
-0.6786,14,0.0086,0.4807,ADBE,71.4286
-0.0565,14,0.0065,0.9558,AEP,57.1429
5.4005,8,0.0435,8.6791,AIG,75.0
0.0446,16,0.0089,1.0337,AMGN,68.75
-2.7889,2,-2.7889,0.0019,AMT,50.0
2.9924,16,0.0072,2.2502,ANET,56.25
0.8844,16,0.009,4.4482,APD,93.75
1.1224,4,0.2922,,AVB,100.0
-2.2321,4,-2.2889,0.0517,AZO,50.0
0.8192,12,0.0113,2.7309,BKR,91.6667
-1.9647,6,-2.2069,0.1802,BSX,50.0
-0.5834,14,0.0099,0.5687,C,64.2857
6.4814,14,0.0101,7.2946,CAT,71.4286
-0.6579,20,0.0075,0.6471,CB,55.0
-1.7185,10,-2.0273,0.2005,CCI,50.0
-2.303,12,0.0458,0.3947,CCL,83.3333
-1.6891,18,0.0082,0.2148,CDNS,55.5556
1.1263,6,0.0074,7.7581,CI,83.3333
-0.9749,6,-0.8305,0.1686,CL,50.0
-0.6388,12,0.009,0.462,CMCSA,75.0
-0.3566,14,0.0077,0.7204,CME,64.2857
13.5024,14,0.0112,13.554,CMG,78.5714
-2.4217,10,-2.1969,0.3123,COF,50.0
11.4821,6,1.2295,,COP,100.0
4.4396,6,0.5751,,COST,100.0
2.154,4,0.0199,2.5643,CRWD,75.0
-1.4225,2,-1.4225,0.0019,CVX,50.0
-0.8327,8,0.0078,0.1933,D,75.0
-0.0292,20,0.0089,0.979,DD,70.0
14.3431,8,0.0929,22.1956,DE,75.0
4.6171,10,0.0456,13.1566,DFS,90.0
-0.1531,12,0.0091,0.8814,DG,75.0
-0.0621,20,0.0062,0.8936,DHR,70.0
0.8112,18,0.0079,1.5616,DLR,66.6667
2.0454,4,0.7127,,DOW,100.0
-1.4098,2,-1.4098,0.0023,DUK,50.0
2.7685,10,0.0135,1.8848,DVN,70.0
2.0733,10,0.0102,3.2755,EA,80.0
0.5687,4,0.2747,,ED,100.0
-0.0921,8,0.0096,0.8235,EL,87.5
1.0348,8,0.0261,2.1276,EMR,75.0
0.033,14,0.011,1.0536,EOG,85.7143
-2.1115,8,-2.1603,0.1538,EQIX,50.0
-2.5085,4,-2.0492,0.0019,ETN,50.0
-0.3406,12,0.0077,0.7335,EXC,66.6667
0.3167,12,0.0117,1.5405,FANG,83.3333
