avg_return_pct,count,median_return_pct,profit_factor,ticker,win_rate_pct
-2.0058,2,-2.0058,0.0,ABBV,0.0
0.833,4,0.1796,,ADBE,100.0
-1.1181,2,-1.1181,0.0033,AEP,50.0
17.2162,2,17.2162,,AIG,100.0
-3.6995,4,-3.8854,0.0004,ANET,25.0
3.0391,2,3.0391,,APD,100.0
4.2893,2,4.2893,,BKR,100.0
-2.6496,2,-2.6496,0.0019,BSX,50.0
8.1009,2,8.1009,,CB,100.0
-4.1352,6,0.0817,0.4065,CCL,83.3333
-0.4975,2,-0.4975,0.005,CI,50.0
-0.8073,6,0.0071,0.1544,CME,66.6667
32.1456,6,0.4775,,CMG,100.0
-2.6309,6,-2.3616,0.3969,COF,50.0
33.2094,2,33.2094,,COP,100.0
2.154,4,0.0199,2.5643,CRWD,75.0
-1.3076,4,-0.9793,0.0338,DE,50.0
22.4411,2,22.4411,,DFS,100.0
1.5232,2,1.5232,,DHR,100.0
16.3374,2,16.3374,,DLR,100.0
2.0454,4,0.7127,,DOW,100.0
2.7685,10,0.0135,1.8848,DVN,70.0
0.3218,2,0.3218,,EA,100.0
0.1327,2,0.1327,,EL,100.0
7.0074,2,7.0074,,EMR,100.0
-0.4367,6,0.011,0.345,EOG,83.3333
-1.1279,6,0.0071,0.0373,FANG,66.6667
72.7604,6,56.9581,,FCX,100.0
4.9502,2,4.9502,,FDX,100.0
11.1936,6,0.3919,14.3801,GE,66.6667
-2.631,4,-0.9647,0.0022,GS,50.0
2.3643,2,2.3643,,HAL,100.0
10.7386,4,2.6645,10.8741,HCA,75.0
0.4849,4,0.3508,,HLT,100.0
-7.1977,4,-7.8921,0.0003,KLAC,25.0
-0.403,8,0.0077,0.2071,LOW,62.5
6.2053,4,0.1103,13.2963,MA,75.0
9.9325,4,3.7968,,MAR,100.0
-3.6658,2,-3.6658,0.0,MDLZ,0.0
8.1044,4,0.0175,11.8929,META,75.0
25.9897,4,29.5793,,MPC,100.0
0.2705,2,0.2705,,MRK,100.0
0.3502,2,0.3502,,MRNA,100.0
7.2414,10,0.0174,7.0961,MU,70.0
-2.7537,2,-2.7537,0.0025,NUE,50.0
0.1234,2,0.1234,,ORLY,100.0
1.9462,2,1.9462,,OXY,100.0
-0.7597,10,0.009,0.4023,PANW,70.0
0.0065,2,0.0065,,PFE,50.0
-3.1638,2,-3.1638,0.0,PGR,0.0
3.7991,4,0.1494,,PH,100.0
16.3275,2,16.3275,,PINS,100.0
-1.5378,2,-1.5378,0.003,PNC,50.0
24.5562,4,24.4032,,PSX,100.0
-6.4114,2,-6.4114,0.0,QCOM,0.0
20.0352,2,20.0352,,REGN,100.0
0.6138,2,0.6138,,ROK,100.0
0.8352,14,0.024,1.8666,ROKU,78.5714
-0.9938,2,-0.9938,0.0035,ROST,50.0
4.9835,2,4.9835,,SBUX,100.0
0.2328,2,0.2328,,SCHW,100.0
2.181,2,2.181,,SPG,100.0
18.7796,4,4.7291,5.123,STLD,50.0
-0.9167,4,0.0109,0.1356,TMUS,75.0
0.5169,6,0.0221,,TSLA,66.6667
1.0573,4,0.0938,,UNH,100.0
-2.021,2,-2.021,0.0025,VMC,50.0
0.7922,2,0.7922,,WELL,100.0
7.363,2,7.363,,XOM,100.0
9.8718,2,9.8718,,YUM,100.0
