avg_return_pct,count,median_return_pct,profit_factor,ticker,win_rate_pct
0.0013,2,0.0013,,ADBE,50.0
0.0013,2,0.0013,,AEP,50.0
-4.6183,4,-4.2713,0.001,AIG,25.0
0.0015,4,0.001,,ANET,50.0
0.0013,2,0.0013,,APD,50.0
0.0031,4,0.0029,,BKR,50.0
0.0016,2,0.0016,,BSX,50.0
0.0015,2,0.0015,,C,50.0
86.7617,2,86.7617,,CAT,100.0
0.0057,2,0.0057,,CB,50.0
0.0064,8,0.0021,,CCL,50.0
111.8849,2,111.8849,,CMG,100.0
0.005,4,0.0016,,COF,50.0
30.1922,6,35.8676,,COP,83.3333
8.3444,4,0.8329,,CRWD,75.0
0.0019,2,0.0019,,DD,50.0
-8.9335,4,-8.6204,0.0006,DFS,25.0
61.3541,4,32.672,,DOW,75.0
16.0988,10,0.0041,,DVN,60.0
0.0014,2,0.0014,,EA,50.0
0.001,2,0.001,,EL,50.0
36.2536,4,9.1785,,EMR,75.0
0.0048,6,0.0018,,EOG,50.0
14.8192,2,14.8192,,EXC,100.0
35.0707,4,25.5523,,FANG,75.0
104.7113,12,44.9713,344.1563,FCX,75.0
2.7079,6,0.0044,,FDX,66.6667
-2.3922,8,0.0,0.0007,GE,37.5
-2.6007,6,0.0,0.0023,HAL,33.3333
51.3442,2,51.3442,,HCA,100.0
0.0105,2,0.0105,,HLT,50.0
0.0039,2,0.0039,,KLAC,50.0
27.0085,2,27.0085,,LMT,100.0
0.0011,2,0.0011,,MA,50.0
1.1035,6,0.0101,,MAR,50.0
0.0018,2,0.0018,,MET,50.0
-0.2012,8,0.001,0.845,META,50.0
13.7649,6,0.02,,MPC,66.6667
0.003,6,0.0021,,MU,50.0
68.6303,2,68.6303,,NKE,100.0
0.0021,2,0.0021,,NUE,50.0
0.0064,4,0.0059,,OXY,50.0
13.8061,10,0.0034,,PANW,60.0
36.0087,2,36.0087,,PEG,100.0
0.0021,2,0.0021,,PFE,50.0
0.0014,2,0.0014,,PGR,50.0
-5.3659,4,-5.0233,0.0006,PH,25.0
0.0031,2,0.0031,,PINS,50.0
0.0015,2,0.0015,,PNC,50.0
-5.0751,2,-5.0751,0.0,PRU,0.0
17.6802,4,11.3419,,PSX,75.0
30.0681,2,30.0681,,REGN,100.0
0.0021,4,0.0014,,ROK,50.0
49.8717,8,0.005,,ROKU,62.5
0.0013,2,0.0013,,ROST,50.0
0.0015,2,0.0015,,SCHW,50.0
15.9412,2,15.9412,,SO,100.0
-13.1406,2,-13.1406,0.0005,SPG,50.0
44.3324,6,0.0014,13.6695,STLD,50.0
0.0033,8,0.0016,,TMUS,50.0
4.7149,2,4.7149,,TRV,50.0
0.0023,10,0.0,,TSLA,40.0
1.1854,2,1.1854,,UNH,50.0
-7.3441,2,-7.3441,0.0,VLO,0.0
58.6805,2,58.6805,,VRTX,100.0
0.0119,4,0.0107,,WELL,50.0
11.3683,4,7.7713,,XOM,75.0
0.0056,2,0.0056,,YUM,50.0
